행사명,행사 일주일 후 날짜,시작 시간,끝나는 시간,가까운 지하철역,호선,환승역,승하차구분,05 ~ 06,06 ~ 07,07 ~ 08,08 ~ 09,09 ~ 10,10 ~ 11,11 ~ 12,12 ~ 13,13 ~ 14,14 ~ 15,15 ~ 16,16 ~ 17,17 ~ 18,18 ~ 19,19 ~ 20,20 ~ 21,21 ~ 22,22 ~ 23,23 ~ 24,00 ~ 01
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,강남,하차,269,1083,1840,3759,7213,5789,5774,7284,8321,6902,6392,6413,7082,7244,5475,3304,2187,1879,2265,333.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,강남,하차,146,683,1021,1643,3044,2835,3477,4169,5146,4245,3927,4526,4301,3929,2925,2122,1628,1373,783,5.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,강남,하차,338,1263,2183,4279,8035,6958,6450,8073,9090,7757,6574,6680,7479,7716,5397,4602,3423,3191,2101,345.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,강남,하차,284,1106,1942,3650,8307,6203,5944,7058,8496,7231,6184,6370,6900,6837,4561,4089,2873,2522,1651,241.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,강남,하차,137,720,904,1708,3189,3042,3512,4529,5081,4538,4179,4136,4107,3638,2765,2282,1714,1534,895,0.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,교대(법원.검찰청),하차,132,851,949,1354,1905,1505,1567,1792,1710,1567,1258,1453,1666,1404,927,840,872,839,512,9.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,교대(법원.검찰청),하차,77,363,413,560,911,754,838,841,1074,949,841,941,1015,827,671,695,578,495,296,2.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,교대(법원.검찰청),하차,279,975,2482,6993,5885,2805,2233,1890,2085,2008,1842,1910,2511,3496,1793,931,818,837,527,142.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,교대(법원.검찰청),하차,131,658,898,1294,1836,1400,1344,1419,1351,1347,1142,1232,1564,1132,729,691,614,682,379,8.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,교대(법원.검찰청),하차,94,282,364,526,903,684,652,835,988,812,736,780,863,749,619,535,514,465,243,3.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,270,948,2485,6766,5399,2654,2317,1954,2123,1912,1664,1847,2571,3716,1946,994,896,868,639,194.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,134,595,890,1293,1826,1361,1648,1460,1445,1421,1183,1330,1527,1243,819,719,802,697,471,18.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,90,302,402,548,965,764,828,831,1029,848,726,791,919,842,656,579,592,487,304,4.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,183,1286,1606,1494,2583,1928,1918,1973,2272,2094,1729,2289,3168,2708,1426,1003,1011,909,570,30.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,105,647,671,746,1360,1013,1074,1091,1347,1189,1127,1220,1356,1177,874,714,744,504,393,4.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,336,1107,2944,7822,6671,3326,2691,2353,2665,2559,2289,2422,2898,4048,2544,1312,1085,962,506,184.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,175,676,1378,1604,2482,1907,1844,2014,2329,1794,1522,1652,1940,1723,1249,918,711,724,816,104.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,교대(법원.검찰청),하차,90,383,592,844,1316,929,890,1170,1207,1116,954,1100,1132,1045,816,793,654,632,429,13.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,교대(법원.검찰청),하차,173,1166,1578,1476,2515,1800,1901,2159,2238,2096,1712,1516,1960,1669,1332,1119,1148,1167,774,129.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,184,875,1627,1366,2542,1778,1956,2246,2209,1867,1669,1522,2004,1660,1092,1037,1005,995,685,97.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,교대(법원.검찰청),하차,103,389,599,823,1414,1184,1075,1151,1295,1168,1040,1007,1098,1041,756,758,660,704,384,8.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,사당,하차,179,1643,1384,1325,1971,1845,2702,2605,2485,2491,2814,3558,4084,3640,2477,2128,2580,2506,1693,131.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,사당,하차,56,1197,715,743,1400,1392,1517,1788,1765,1681,1939,2249,2615,2351,1978,1688,1789,1643,883,55.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,사당,하차,160,986,1787,2668,1741,1390,1664,1759,1697,1723,1986,2896,4681,7807,4814,2551,2227,2494,1939,672.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,사당,하차,128,1427,881,1063,1424,1626,1974,2256,2329,2097,2321,3076,3481,2704,2082,1778,1803,1763,1373,112.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,사당,하차,46,807,504,551,952,1023,1450,1549,1456,1488,1593,1868,2119,1968,1544,1436,1520,1220,784,52.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,사당,하차,147,1004,1786,2623,1870,1508,1624,1567,1547,1714,2176,2973,4846,7709,5537,2624,2432,2887,2099,772.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,사당,하차,168,1430,1086,1133,1494,1813,2341,2462,2381,2338,2566,3452,4076,2991,2308,1896,2493,2158,1673,162.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,사당,하차,90,950,646,733,1096,1170,1478,1562,1659,1432,1637,1947,2331,1957,1739,1565,1871,1551,802,66.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,사당,하차,122,2305,1893,1875,2025,2014,2466,2595,2800,2708,2947,3744,4520,4409,3083,2680,2720,2586,1770,352.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,사당,하차,84,1485,1120,851,1644,1571,1534,1722,2025,2193,2366,2674,3056,2945,2285,1945,2008,1671,1008,95.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,사당,하차,169,1209,2475,4151,2527,1720,1965,1800,1878,1742,2305,2847,4230,7485,5326,3008,2731,2719,1507,695.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,사당,하차,148,1451,1339,1454,1952,1976,2505,2697,2708,2529,2826,3680,4812,4521,3466,2552,2101,1930,2394,547.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,사당,하차,103,1059,784,882,1534,1514,1468,1670,1960,1949,2029,2368,2598,2732,2282,2053,1931,1729,1016,97.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,사당,하차,191,1769,1538,1926,2481,2256,2289,3027,2776,2665,2651,3463,4603,4505,3422,2856,2829,3256,2398,421.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,사당,하차,127,1661,1395,1948,2403,2077,2380,2863,2683,2609,2752,3467,4642,4215,3092,2415,2551,2623,2173,343.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,사당,하차,80,1128,991,947,1788,1614,1645,1589,1853,1879,2096,2378,2666,2689,2223,1997,2161,1971,1149,99.0
아이유 콘서트,2022-09-24,19:00,21:30,종합운동장역,2호선,대림(구로구청),하차,128,305,440,676,779,951,1116,1096,1133,1155,1216,1848,2092,1802,1306,1136,1544,1433,757,63.0
아이유 콘서트,2022-09-25,19:00,21:30,종합운동장역,2호선,대림(구로구청),하차,91,328,295,527,849,1392,1511,1172,1139,1105,1190,1193,1309,1099,1103,943,1221,976,567,43.0
싸이 흠뻑쇼,2022-07-22,18:42,22:40,종합운동장역,2호선,대림(구로구청),하차,135,420,910,2250,1192,886,913,933,1073,1046,1326,1657,2065,2714,2108,1365,1613,1657,944,319.0
싸이 흠뻑쇼,2022-07-23,18:42,22:40,종합운동장역,2호선,대림(구로구청),하차,147,289,374,674,864,949,1024,1311,1080,1056,1197,1579,1861,1333,1093,1017,1404,1233,700,25.0
싸이 흠뻑쇼,2022-07-24,18:42,22:40,종합운동장역,2호선,대림(구로구청),하차,79,347,318,646,758,1243,1403,1054,933,1046,1022,973,1102,1035,860,819,1103,939,431,11.0
워터밤 2022,2022-07-01,12:00,22:00,종합운동장역,2호선,대림(구로구청),하차,136,417,948,2384,1358,968,950,1023,1023,1090,1314,1517,2164,2641,2153,1354,1734,1837,908,353.0
워터밤 2022,2022-07-02,12:00,22:00,종합운동장역,2호선,대림(구로구청),하차,131,320,363,684,977,1020,987,1038,1162,974,1216,1605,1945,1502,1236,1070,1534,1436,811,59.0
워터밤 2022,2022-07-03,12:00,22:00,종합운동장역,2호선,대림(구로구청),하차,96,263,297,475,872,1350,1365,940,991,901,899,1024,1159,1060,874,942,1165,1002,560,32.0
bts 콘서트 2019,2019-11-02,18:30,,종합운동장역,2호선,대림(구로구청),하차,204,381,437,765,1040,1185,1268,1450,1584,1525,1761,2226,3102,2659,1733,1557,1972,1918,1171,68.0
bts 콘서트 2019,2019-11-03,18:30,,종합운동장역,2호선,대림(구로구청),하차,91,384,350,575,1033,1999,2004,1446,1603,1521,1687,1691,1803,1665,1492,1164,1590,1494,824,17.0
bts 콘서트 2019,2019-11-05,18:30,,종합운동장역,2호선,대림(구로구청),하차,171,500,1064,2778,1685,1322,1290,1271,1340,1337,1643,1964,3167,3481,2677,1796,2226,2393,1102,361.0
bts 콘서트 2018,2018-09-01,18:30,,종합운동장역,2호선,대림(구로구청),하차,162,490,481,1026,1205,1092,1275,1228,1470,1393,1677,1956,2751,2298,1783,1448,1990,1641,1250,183.0
bts 콘서트 2018,2018-09-02,18:30,,종합운동장역,2호선,대림(구로구청),하차,104,360,336,626,1028,1802,2098,1395,1450,1436,1430,1510,1811,1632,1315,1237,1674,1445,759,42.0
조용필 콘서트 2018,2018-05-19,19:30,,종합운동장역,2호선,대림(구로구청),하차,204,405,417,858,1117,1117,1317,1392,1612,1685,1806,2047,2939,2651,2062,1802,1951,2219,1516,155.0
월드 디제이 페스티벌,2018-06-02,14:00,22:00,종합운동장역,2호선,대림(구로구청),하차,227,416,453,755,1177,1099,1279,1346,1391,1501,1684,2000,2785,2476,1883,1603,2141,1931,1286,381.0
월드 디제이 페스티벌,2018-06-03,14:00,22:00,종합운동장역,2호선,대림(구로구청),하차,104,397,357,707,1242,1855,1966,1572,1542,1615,1533,1454,1973,1709,1435,1290,1712,1556,814,26.0
